scheme,condition,wm,prompt_id,seed,score,stat,n_tokens,edits,rejected,short,src
KGW,morph_v1,0,20,12,-0.8049434044064965,-0.8049434044064965,1211,2,4,0,neg
KGW,morph_v1,0,20,13,-0.38021562140115595,-0.38021562140115595,838,4,2,0,neg
KGW,morph_v1,0,20,14,0.4509096384805816,0.4509096384805816,965,3,4,0,neg
KGW,morph_v1,0,21,11,-1.5051659793084833,-1.5051659793084833,935,4,9,0,neg
KGW,morph_v1,0,21,12,0.994837342898804,0.994837342898804,972,9,9,0,neg
KGW,morph_v1,0,21,13,1.179179960926116,1.179179960926116,882,1,7,0,neg
KGW,morph_v1,0,21,14,-0.5047901911020484,-0.5047901911020484,884,8,11,0,neg
KGW,morph_v1,0,22,11,1.3860529777547672,1.3860529777547672,876,8,2,0,neg
KGW,morph_v1,0,22,12,-0.09280323373346189,-0.09280323373346189,1046,3,10,0,neg
KGW,morph_v1,0,22,13,1.2561485860426553,1.2561485860426553,1015,8,3,0,neg
KGW,morph_v1,0,22,14,0.6591530616030618,0.6591530616030618,1016,9,9,0,neg
KGW,morph_v1,0,23,11,0.4054424270396916,0.4054424270396916,877,6,6,0,neg
KGW,morph_v1,0,23,12,2.3204774044612857,2.3204774044612857,911,19,7,0,neg
KGW,morph_v1,0,23,13,1.0860901604998978,1.0860901604998978,981,20,6,0,neg
KGW,morph_v1,0,23,14,0.9148600992217911,0.9148600992217911,872,14,8,0,neg
KGW,morph_v1,1,0,11,8.139232660825295,8.139232660825295,952,8,2,0,pos_KGW
KGW,morph_v1,1,0,12,7.721739645824297,7.721739645824297,951,4,2,0,pos_KGW
KGW,morph_v1,1,0,13,7.9499841000477,7.9499841000477,802,5,1,0,pos_KGW
KGW,morph_v1,1,0,14,6.510213735576036,6.510213735576036,889,4,0,0,pos_KGW
KGW,morph_v1,1,1,11,8.883162610897466,8.883162610897466,918,5,3,0,pos_KGW
KGW,morph_v1,1,1,12,9.222890896561374,9.222890896561374,1038,5,2,0,pos_KGW
KGW,morph_v1,1,1,13,9.035169692795016,9.035169692795016,1010,6,0,0,pos_KGW
KGW,morph_v1,1,1,14,8.108848540793831,8.108848540793831,877,4,2,0,pos_KGW
KGW,morph_v1,1,2,11,10.072274034464716,10.072274034464716,853,0,4,0,pos_KGW
KGW,morph_v1,1,2,12,13.20706649883263,13.20706649883263,873,2,2,0,pos_KGW
KGW,morph_v1,1,2,13,14.711453955009198,14.711453955009198,1013,6,3,0,pos_KGW
KGW,morph_v1,1,2,14,22.374360475114646,22.374360475114646,1800,0,0,0,pos_KGW
KGW,morph_v1,1,3,11,8.542944483753168,8.542944483753168,885,8,4,0,pos_KGW
KGW,morph_v1,1,3,12,8.940593410189045,8.940593410189045,913,10,4,0,pos_KGW
KGW,morph_v1,1,3,13,8.293465085611231,8.293465085611231,999,6,3,0,pos_KGW
KGW,morph_v1,1,3,14,7.1648762082851665,7.1648762082851665,788,12,0,0,pos_KGW
KGW,morph_v1,1,4,11,13.311291304395535,13.311291304395535,1702,56,5,0,pos_KGW
KGW,morph_v1,1,4,12,9.800774412771117,9.800774412771117,1034,15,2,0,pos_KGW
KGW,morph_v1,1,4,13,8.999002935797083,8.999002935797083,1004,12,1,0,pos_KGW
KGW,morph_v1,1,4,14,8.755132646188043,8.755132646188043,1002,11,4,0,pos_KGW
KGW,morph_v1,1,5,11,9.906009906014859,9.906009906014859,993,8,2,0,pos_KGW
KGW,morph_v1,1,5,12,9.55149495632077,9.55149495632077,806,13,2,0,pos_KGW
KGW,morph_v1,1,5,13,9.41912120943226,9.41912120943226,1029,14,2,0,pos_KGW
KGW,morph_v1,1,5,14,9.137931034482758,9.137931034482758,842,5,0,0,pos_KGW
KGW,morph_v1,1,6,11,13.917480916876919,13.917480916876919,1397,8,1,0,pos_KGW
KGW,morph_v1,1,6,12,11.758880146925485,11.758880146925485,1118,8,2,0,pos_KGW
KGW,morph_v1,1,6,13,12.640514574005767,12.640514574005767,1105,7,0,0,pos_KGW
KGW,morph_v1,1,6,14,13.566027210694305,13.566027210694305,1295,9,1,0,pos_KGW
KGW,morph_v1,1,7,11,12.251050375135907,12.251050375135907,953,6,6,0,pos_KGW
KGW,morph_v1,1,7,12,14.145337737577881,14.145337737577881,1105,19,10,0,pos_KGW
KGW,morph_v1,1,7,13,13.33024981962828,13.33024981962828,947,5,2,0,pos_KGW
KGW,morph_v1,1,7,14,12.089632885285262,12.089632885285262,1031,5,0,0,pos_KGW
KGW,morph_v1,1,8,11,4.74950407355585,4.74950407355585,797,6,2,0,pos_KGW
KGW,morph_v1,1,8,12,7.928332326103162,7.928332326103162,764,7,0,0,pos_KGW
KGW,morph_v1,1,8,13,7.07562543862104,7.07562543862104,792,5,1,0,pos_KGW
KGW,morph_v1,1,8,14,5.855132846072862,5.855132846072862,776,2,4,0,pos_KGW
KGW,morph_v1,1,9,11,9.791840981793673,9.791840981793673,1069,3,2,0,pos_KGW
KGW,morph_v1,1,9,12,11.12308533524765,11.12308533524765,1243,7,3,0,pos_KGW
KGW,morph_v1,1,9,13,11.493759562290297,11.493759562290297,1015,11,1,0,pos_KGW
KGW,morph_v1,1,9,14,11.063187246936513,11.063187246936513,1054,12,1,0,pos_KGW
KGW,morph_v1,1,10,11,12.524050936172841,12.524050936172841,946,0,1,0,pos_KGW
KGW,morph_v1,1,10,12,14.970858083633672,14.970858083633672,1336,2,2,0,pos_KGW
KGW,morph_v1,1,10,13,12.611379422078494,12.611379422078494,982,4,0,0,pos_KGW
KGW,morph_v1,1,10,14,18.330729248225023,18.330729248225023,1600,7,1,0,pos_KGW
KGW,morph_v1,1,11,11,13.119377369489285,13.119377369489285,992,13,0,0,pos_KGW
KGW,morph_v1,1,11,12,10.822120464456447,10.822120464456447,914,9,2,0,pos_KGW
KGW,morph_v1,1,11,13,8.409361763502691,8.409361763502691,836,10,1,0,pos_KGW
KGW,morph_v1,1,11,14,8.0580714403276,8.0580714403276,979,7,0,0,pos_KGW
KGW,morph_v1,1,12,11,8.80146130140837,8.80146130140837,847,10,1,0,pos_KGW
KGW,morph_v1,1,12,12,8.953536086089237,8.953536086089237,972,10,0,0,pos_KGW
KGW,morph_v1,1,12,13,8.21060367688354,8.21060367688354,943,12,0,0,pos_KGW
KGW,morph_v1,1,12,14,6.651836391125512,6.651836391125512,896,13,1,0,pos_KGW
KGW,morph_v1,1,13,11,10.249321099270498,10.249321099270498,742,2,0,0,pos_KGW
KGW,morph_v1,1,13,12,12.13605940261641,12.13605940261641,966,5,1,0,pos_KGW
KGW,morph_v1,1,13,13,11.307964874616848,11.307964874616848,863,2,0,0,pos_KGW
KGW,morph_v1,1,13,14,13.126286048453009,13.126286048453009,1140,7,2,0,pos_KGW
KGW,morph_v1,1,14,11,9.998857077543557,9.998857077543557,1051,6,2,0,pos_KGW
KGW,morph_v1,1,14,12,7.1336159019414005,7.1336159019414005,1077,5,3,0,pos_KGW
KGW,morph_v1,1,14,13,7.457499587710679,7.457499587710679,994,4,1,0,pos_KGW
KGW,morph_v1,1,14,14,9.165388580201439,9.165388580201439,921,4,1,0,pos_KGW
KGW,morph_v1,1,15,11,7.708196780603302,7.708196780603302,1130,8,3,0,pos_KGW
KGW,morph_v1,1,15,12,6.197102680499417,6.197102680499417,981,9,3,0,pos_KGW
KGW,morph_v1,1,15,13,6.330289279193854,6.330289279193854,883,6,3,0,pos_KGW
KGW,morph_v1,1,15,14,9.139772046985973,9.139772046985973,1144,9,2,0,pos_KGW
KGW,morph_v1,1,16,11,13.547523852048515,13.547523852048515,1032,1,3,0,pos_KGW
KGW,morph_v1,1,16,12,12.287080622768565,12.287080622768565,869,1,7,0,pos_KGW
KGW,morph_v1,1,16,13,16.0209264860084,16.0209264860084,1171,1,2,0,pos_KGW
KGW,morph_v1,1,16,14,14.331797802980777,14.331797802980777,935,1,4,0,pos_KGW
KGW,morph_v1,1,17,11,8.326090962788708,8.326090962788708,1014,3,2,0,pos_KGW
KGW,morph_v1,1,17,12,11.592121546432372,11.592121546432372,987,4,2,0,pos_KGW
KGW,morph_v1,1,17,13,9.40723830870065,9.40723830870065,906,7,2,0,pos_KGW
KGW,morph_v1,1,17,14,8.92655402344415,8.92655402344415,999,7,5,0,pos_KGW
KGW,morph_v1,1,18,11,10.425096389508298,10.425096389508298,1003,5,4,0,pos_KGW
KGW,morph_v1,1,18,12,11.187294380481616,11.187294380481616,991,18,2,0,pos_KGW
KGW,morph_v1,1,18,13,12.53582168813937,12.53582168813937,1009,16,1,0,pos_KGW
KGW,morph_v1,1,18,14,10.508487050711285,10.508487050711285,1054,16,1,0,pos_KGW
KGW,morph_v1,1,19,11,9.540386775908326,9.540386775908326,844,3,1,0,pos_KGW
KGW,morph_v1,1,19,12,10.575624270716373,10.575624270716373,795,3,0,0,pos_KGW
KGW,morph_v1,1,19,13,8.061250296646152,8.061250296646152,986,5,1,0,pos_KGW
KGW,morph_v1,1,19,14,10.21747799515773,10.21747799515773,1019,9,0,0,pos_KGW
KGW,morph_v1,1,20,11,6.777090950299685,6.777090950299685,916,4,2,0,pos_KGW
KGW,morph_v1,1,20,12,6.296878416276109,6.296878416276109,960,6,0,0,pos_KGW
KGW,morph_v1,1,20,13,7.472399523794633,7.472399523794633,1024,5,2,0,pos_KGW
KGW,morph_v1,1,20,14,6.502560887623551,6.502560887623551,947,3,2,0,pos_KGW
KGW,morph_v1,1,21,11,8.76249546540977,8.76249546540977,815,0,4,0,pos_KGW
KGW,morph_v1,1,21,12,9.132886235138468,9.132886235138468,875,7,6,0,pos_KGW
KGW,morph_v1,1,21,13,11.514154661795958,11.514154661795958,925,4,4,0,pos_KGW
KGW,morph_v1,1,21,14,10.397579002960594,10.397579002960594,913,12,5,0,pos_KGW
KGW,morph_v1,1,22,11,12.790308831298798,12.790308831298798,1126,4,3,0,pos_KGW
KGW,morph_v1,1,22,12,10.472185381603339,10.472185381603339,988,6,3,0,pos_KGW
KGW,morph_v1,1,22,13,11.273647601279082,11.273647601279082,884,11,1,0,pos_KGW
KGW,morph_v1,1,22,14,11.495409267295841,11.495409267295841,1088,10,5,0,pos_KGW
KGW,morph_v1,1,23,11,15.06597463204725,15.06597463204725,1098,7,19,0,pos_KGW
KGW,morph_v1,1,23,12,13.986348119619965,13.986348119619965,1027,11,4,0,pos_KGW
KGW,morph_v1,1,23,13,12.97800336833719,12.97800336833719,918,20,19,0,pos_KGW
KGW,morph_v1,1,23,14,13.256369913501285,13.256369913501285,939,9,7,0,pos_KGW
KGW,morph_v1+dia,0,0,11,-0.9535076904773407,-0.9535076904773407,1058,7,0,0,neg
KGW,morph_v1+dia,0,0,12,-1.401033278908297,-1.401033278908297,1079,6,3,0,neg
KGW,morph_v1+dia,0,0,13,-1.8867011569417613,-1.8867011569417613,1116,2,2,0,neg
KGW,morph_v1+dia,0,0,14,-1.3987572123604708,-1.3987572123604708,1036,4,1,0,neg
KGW,morph_v1+dia,0,1,11,0.5357154679137662,0.5357154679137662,1008,4,1,0,neg
KGW,morph_v1+dia,0,1,12,-0.375,-0.375,1025,9,1,0,neg
KGW,morph_v1+dia,0,1,13,0.0,0.0,1133,4,4,0,neg
KGW,morph_v1+dia,0,1,14,2.356440838525106,2.356440838525106,1014,3,0,0,neg
KGW,morph_v1+dia,0,2,11,0.2579303520876644,0.2579303520876644,963,0,3,0,neg
KGW,morph_v1+dia,0,2,12,-0.4175334003835326,-0.4175334003835326,827,0,0,0,neg
KGW,morph_v1+dia,0,2,13,-1.070481562861578,-1.070481562861578,1070,2,2,0,neg
KGW,morph_v1+dia,0,2,14,0.8213712306885325,0.8213712306885325,1003,2,0,0,neg
KGW,morph_v1+dia,0,3,11,1.2049504662575559,1.2049504662575559,1103,9,2,0,neg
KGW,morph_v1+dia,0,3,12,0.9877421312096075,0.9877421312096075,986,9,0,0,neg
KGW,morph_v1+dia,0,3,13,2.7500103777305225,2.7500103777305225,1096,10,4,0,neg
KGW,morph_v1+dia,0,3,14,0.20508555735816666,0.20508555735816666,1166,8,1,0,neg
KGW,morph_v1+dia,0,4,11,-2.681187712694139,-2.681187712694139,1283,13,1,0,neg
KGW,morph_v1+dia,0,4,12,-3.6784384038487157,-3.6784384038487157,1101,11,0,0,neg
KGW,morph_v1+dia,0,4,13,-1.7681612064641077,-1.7681612064641077,1077,9,4,0,neg
KGW,morph_v1+dia,0,4,14,-3.803789847546927,-3.803789847546927,931,11,3,0,neg
KGW,morph_v1+dia,0,5,11,1.6311063984734036,1.6311063984734036,867,3,1,0,neg
KGW,morph_v1+dia,0,5,12,2.2736273018003317,2.2736273018003317,922,6,5,0,neg
KGW,morph_v1+dia,0,5,13,-0.7027642214999339,-0.7027642214999339,981,14,3,0,neg
KGW,morph_v1+dia,0,5,14,1.2367946543178268,1.2367946543178268,945,10,0,0,neg
KGW,morph_v1+dia,0,6,11,1.037061156022524,1.037061156022524,1564,15,4,0,neg
KGW,morph_v1+dia,0,6,12,0.0899235973995271,0.0899235973995271,1114,8,2,0,neg
KGW,morph_v1+dia,0,6,13,-0.3249182166443294,-0.3249182166443294,1365,5,2,0,neg
KGW,morph_v1+dia,0,6,14,2.1259261076849456,2.1259261076849456,1279,9,2,0,neg
KGW,morph_v1+dia,0,7,11,-0.03291540093383166,-0.03291540093383166,924,1,1,0,neg
KGW,morph_v1+dia,0,7,12,-0.36167777207178603,-0.36167777207178603,926,1,2,0,neg
KGW,morph_v1+dia,0,7,13,0.8265736461455464,0.8265736461455464,1068,5,8,0,neg
KGW,morph_v1+dia,0,7,14,-0.228924479058705,-0.228924479058705,936,0,0,0,neg
KGW,morph_v1+dia,0,8,11,-2.279365178723569,-2.279365178723569,891,4,1,0,neg
KGW,morph_v1+dia,0,8,12,-0.37102079154518663,-0.37102079154518663,880,6,2,0,neg
KGW,morph_v1+dia,0,8,13,-2.0801257358446095,-2.0801257358446095,833,3,1,0,neg
KGW,morph_v1+dia,0,8,14,-1.0129423005326694,-1.0129423005326694,999,5,1,0,neg
KGW,morph_v1+dia,0,9,11,0.2478312843235159,0.2478312843235159,1043,5,3,0,neg
KGW,morph_v1+dia,0,9,12,0.15306919373065675,0.15306919373065675,1068,12,1,0,neg
KGW,morph_v1+dia,0,9,13,1.0497813183356477,1.0497813183356477,1177,7,2,0,neg
KGW,morph_v1+dia,0,9,14,0.24479602454484184,0.24479602454484184,1069,6,2,0,neg
KGW,morph_v1+dia,0,10,11,1.4490628282653253,1.4490628282653253,923,0,0,0,neg
KGW,morph_v1+dia,0,10,12,2.3246690658257716,2.3246690658257716,882,2,2,0,neg
KGW,morph_v1+dia,0,10,13,2.386682313481045,2.386682313481045,1015,5,6,0,neg
KGW,morph_v1+dia,0,10,14,1.8498792479346222,1.8498792479346222,1053,0,3,0,neg
KGW,morph_v1+dia,0,11,11,1.0546845739659787,1.0546845739659787,980,11,1,0,neg
KGW,morph_v1+dia,0,11,12,0.4184848069867728,0.4184848069867728,966,6,0,0,neg
KGW,morph_v1+dia,0,11,13,0.0,0.0,975,10,3,0,neg
KGW,morph_v1+dia,0,11,14,0.9292126362399608,0.9292126362399608,909,8,3,0,neg
KGW,morph_v1+dia,0,12,11,-0.6697959787149717,-0.6697959787149717,984,12,3,0,neg
KGW,morph_v1+dia,0,12,12,-0.4933011327825659,-0.4933011327825659,1053,7,4,0,neg
KGW,morph_v1+dia,0,12,13,0.8906478184179569,0.8906478184179569,920,9,3,0,neg
KGW,morph_v1+dia,0,12,14,-1.1909943675337231,-1.1909943675337231,1019,10,4,0,neg
KGW,morph_v1+dia,0,13,11,-1.7910464248210494,-1.7910464248210494,944,2,1,0,neg
KGW,morph_v1+dia,0,13,12,1.3021720984236467,1.3021720984236467,898,6,0,0,neg
KGW,morph_v1+dia,0,13,13,-0.16247816846282068,-0.16247816846282068,948,1,1,0,neg
KGW,morph_v1+dia,0,13,14,-0.8185874846865605,-0.8185874846865605,1171,2,1,0,neg
KGW,morph_v1+dia,0,14,11,-0.15980069302514827,-0.15980069302514827,980,4,3,0,neg
KGW,morph_v1+dia,0,14,12,-0.1208244186660354,-0.1208244186660354,1097,7,4,0,neg
KGW,morph_v1+dia,0,14,13,0.9249396239673111,0.9249396239673111,1053,3,6,0,neg
KGW,morph_v1+dia,0,14,14,-0.1232082207267395,-0.1232082207267395,1055,4,2,0,neg
KGW,morph_v1+dia,0,15,11,-0.7154547587901781,-0.7154547587901781,1222,6,4,0,neg
KGW,morph_v1+dia,0,15,12,0.47263695301391295,0.47263695301391295,1147,8,5,0,neg
KGW,morph_v1+dia,0,15,13,1.023671916004716,1.023671916004716,1170,5,2,0,neg
KGW,morph_v1+dia,0,15,14,-0.4649067955303077,-0.4649067955303077,1042,6,2,0,neg
KGW,morph_v1+dia,0,16,11,0.2811127713994909,0.2811127713994909,1026,2,1,0,neg
KGW,morph_v1+dia,0,16,12,0.6824083075438468,0.6824083075438468,948,8,3,0,neg
KGW,morph_v1+dia,0,16,13,-0.23090869366391475,-0.23090869366391475,920,1,0,0,neg
KGW,morph_v1+dia,0,16,14,0.6490276364008973,0.6490276364008973,858,0,0,0,neg
KGW,morph_v1+dia,0,17,11,-1.9324698792024926,-1.9324698792024926,965,6,1,0,neg
KGW,morph_v1+dia,0,17,12,-1.6952973630520607,-1.6952973630520607,906,7,2,0,neg
KGW,morph_v1+dia,0,17,13,-0.6666666666666666,-0.6666666666666666,901,6,0,0,neg
KGW,morph_v1+dia,0,17,14,-1.318760946791574,-1.318760946791574,921,6,2,0,neg
KGW,morph_v1+dia,0,18,11,-1.9244312938376438,-1.9244312938376438,1107,19,1,0,neg
KGW,morph_v1+dia,0,18,12,-0.2727272727272727,-0.2727272727272727,1090,11,2,0,neg
KGW,morph_v1+dia,0,18,13,1.1475552783561742,1.1475552783561742,1156,18,5,0,neg
KGW,morph_v1+dia,0,18,14,0.48462602625230616,0.48462602625230616,1091,11,3,0,neg
KGW,morph_v1+dia,0,19,11,-0.12777531299998798,-0.12777531299998798,981,5,0,0,neg
KGW,morph_v1+dia,0,19,12,2.5129117966586754,2.5129117966586754,1040,0,1,0,neg
KGW,morph_v1+dia,0,19,13,-0.3868955281314966,-0.3868955281314966,963,6,2,0,neg
KGW,morph_v1+dia,0,19,14,-0.9710354064550472,-0.9710354064550472,1087,5,3,0,neg
KGW,morph_v1+dia,0,20,11,0.09271455408231195,0.09271455408231195,1048,1,3,0,neg
KGW,morph_v1+dia,0,20,12,0.5769143685844939,0.5769143685844939,1326,2,4,0,neg
KGW,morph_v1+dia,0,20,13,-0.4288304310901274,-0.4288304310901274,920,4,2,0,neg
KGW,morph_v1+dia,0,20,14,1.5371886547533642,1.5371886547533642,1059,3,4,0,neg
KGW,morph_v1+dia,0,21,11,-1.9050019050028575,-1.9050019050028575,993,4,9,0,neg
KGW,morph_v1+dia,0,21,12,-1.357869479666409,-1.357869479666409,1051,9,9,0,neg
KGW,morph_v1+dia,0,21,13,0.8391463916782737,0.8391463916782737,961,1,7,0,neg
KGW,morph_v1+dia,0,21,14,-0.19425717247145283,-0.19425717247145283,955,8,11,0,neg
KGW,morph_v1+dia,0,22,11,2.181101016938586,2.181101016938586,973,8,2,0,neg
KGW,morph_v1+dia,0,22,12,1.0887062897225244,1.0887062897225244,1156,3,10,0,neg
KGW,morph_v1+dia,0,22,13,1.8676732226992117,1.8676732226992117,1103,8,3,0,neg
KGW,morph_v1+dia,0,22,14,1.8122365286180349,1.8122365286180349,1134,9,9,0,neg
KGW,morph_v1+dia,0,23,11,3.296096690581931,3.296096690581931,885,6,6,0,neg
KGW,morph_v1+dia,0,23,12,2.5317444045025024,2.5317444045025024,926,19,7,0,neg
KGW,morph_v1+dia,0,23,13,1.0916742084154905,1.0916742084154905,971,20,6,0,neg
KGW,morph_v1+dia,0,23,14,1.0540316214229712,1.0540316214229712,866,14,8,0,neg
KGW,morph_v1+dia,1,0,11,3.494488471410893,3.494488471410893,1084,8,2,0,pos_KGW
KGW,morph_v1+dia,1,0,12,3.5832519666482496,3.5832519666482496,1049,4,2,0,pos_KGW
KGW,morph_v1+dia,1,0,13,2.8,2.8,901,5,1,0,pos_KGW
KGW,morph_v1+dia,1,0,14,2.174374546238228,2.174374546238228,1008,4,0,0,pos_KGW
KGW,morph_v1+dia,1,1,11,2.914816262846399,2.914816262846399,1041,5,3,0,pos_KGW
KGW,morph_v1+dia,1,1,12,4.130281062858366,4.130281062858366,1183,5,2,0,pos_KGW
KGW,morph_v1+dia,1,1,13,5.697721367088638,5.697721367088638,1113,6,0,0,pos_KGW
KGW,morph_v1+dia,1,1,14,3.7985336269975103,3.7985336269975103,999,4,2,0,pos_KGW
KGW,morph_v1+dia,1,2,11,4.3478504035892325,4.3478504035892325,895,0,4,0,pos_KGW
KGW,morph_v1+dia,1,2,12,9.879973829081765,9.879973829081765,923,2,2,0,pos_KGW
KGW,morph_v1+dia,1,2,13,10.466752482550731,10.466752482550731,1050,6,3,0,pos_KGW
KGW,morph_v1+dia,1,2,14,19.722801399859527,19.722801399859527,1802,0,0,0,pos_KGW
KGW,morph_v1+dia,1,3,11,6.76519185048959,6.76519185048959,983,8,4,0,pos_KGW
KGW,morph_v1+dia,1,3,12,4.428858317017817,4.428858317017817,1029,10,4,0,pos_KGW
KGW,morph_v1+dia,1,3,13,7.563782837364569,7.563782837364569,1111,6,3,0,pos_KGW
KGW,morph_v1+dia,1,3,14,3.859473879811147,3.859473879811147,920,12,0,0,pos_KGW
KGW,morph_v1+dia,1,4,11,4.523323987848599,4.523323987848599,1784,56,5,0,pos_KGW
KGW,morph_v1+dia,1,4,12,4.072413210397881,4.072413210397881,1166,15,2,0,pos_KGW
KGW,morph_v1+dia,1,4,13,2.5082512236443226,2.5082512236443226,1096,12,1,0,pos_KGW
KGW,morph_v1+dia,1,4,14,3.8841416258201886,3.8841416258201886,1087,11,4,0,pos_KGW
KGW,morph_v1+dia,1,5,11,7.419776315275305,7.419776315275305,1056,8,2,0,pos_KGW
KGW,morph_v1+dia,1,5,12,4.921818674577575,4.921818674577575,857,13,2,0,pos_KGW
KGW,morph_v1+dia,1,5,13,5.658135095031152,5.658135095031152,1105,14,2,0,pos_KGW
KGW,morph_v1+dia,1,5,14,7.090340658160902,7.090340658160902,895,5,0,0,pos_KGW
KGW,morph_v1+dia,1,6,11,8.022325245829258,8.022325245829258,1533,8,1,0,pos_KGW
KGW,morph_v1+dia,1,6,12,7.005721292332297,7.005721292332297,1224,8,2,0,pos_KGW
KGW,morph_v1+dia,1,6,13,8.28626886213748,8.28626886213748,1209,7,0,0,pos_KGW
KGW,morph_v1+dia,1,6,14,8.829883964624297,8.829883964624297,1449,9,1,0,pos_KGW
KGW,morph_v1+dia,1,7,11,7.626011899732817,7.626011899732817,975,6,6,0,pos_KGW
KGW,morph_v1+dia,1,7,12,8.392735059807459,8.392735059807459,1122,19,10,0,pos_KGW
KGW,morph_v1+dia,1,7,13,7.910330797971305,7.910330797971305,976,5,2,0,pos_KGW
KGW,morph_v1+dia,1,7,14,7.350431090031545,7.350431090031545,1076,5,0,0,pos_KGW
KGW,morph_v1+dia,1,8,11,1.0811798054391775,1.0811798054391775,877,6,2,0,pos_KGW
KGW,morph_v1+dia,1,8,12,4.405941701257691,4.405941701257691,845,7,0,0,pos_KGW
KGW,morph_v1+dia,1,8,13,2.4196735268980394,2.4196735268980394,862,5,1,0,pos_KGW
KGW,morph_v1+dia,1,8,14,2.77991280337105,2.77991280337105,850,2,4,0,pos_KGW
KGW,morph_v1+dia,1,9,11,6.166335107929391,6.166335107929391,1183,3,2,0,pos_KGW
KGW,morph_v1+dia,1,9,12,8.086311636242353,8.086311636242353,1350,7,3,0,pos_KGW
KGW,morph_v1+dia,1,9,13,7.055365463119668,7.055365463119668,1101,11,1,0,pos_KGW
KGW,morph_v1+dia,1,9,14,6.373288273631078,6.373288273631078,1171,12,1,0,pos_KGW
KGW,morph_v1+dia,1,10,11,8.4002187067661,8.4002187067661,959,0,1,0,pos_KGW
KGW,morph_v1+dia,1,10,12,11.725471464530319,11.725471464530319,1390,2,2,0,pos_KGW
KGW,morph_v1+dia,1,10,13,6.951798503232328,6.951798503232328,1030,4,0,0,pos_KGW
KGW,morph_v1+dia,1,10,14,12.625361686802972,12.625361686802972,1652,7,1,0,pos_KGW
KGW,morph_v1+dia,1,11,11,9.441994519390576,9.441994519390576,1072,13,0,0,pos_KGW
KGW,morph_v1+dia,1,11,12,7.58946638440411,7.58946638440411,1001,9,2,0,pos_KGW
KGW,morph_v1+dia,1,11,13,6.56302155582978,6.56302155582978,902,10,1,0,pos_KGW
KGW,morph_v1+dia,1,11,14,5.041841733655162,5.041841733655162,1072,7,0,0,pos_KGW
KGW,morph_v1+dia,1,12,11,2.776828961635405,2.776828961635405,938,10,1,0,pos_KGW
KGW,morph_v1+dia,1,12,12,4.21484583029253,4.21484583029253,1073,10,0,0,pos_KGW
KGW,morph_v1+dia,1,12,13,4.518586562308262,4.518586562308262,1045,12,0,0,pos_KGW
KGW,morph_v1+dia,1,12,14,3.19549858570008,3.19549858570008,1000,13,1,0,pos_KGW
KGW,morph_v1+dia,1,13,11,4.4706117331856445,4.4706117331856445,808,2,0,0,pos_KGW
KGW,morph_v1+dia,1,13,12,6.62313372831485,6.62313372831485,1045,5,1,0,pos_KGW
KGW,morph_v1+dia,1,13,13,6.22642205140062,6.22642205140062,942,2,0,0,pos_KGW
KGW,morph_v1+dia,1,13,14,6.64946406094794,6.64946406094794,1250,7,2,0,pos_KGW
KGW,morph_v1+dia,1,14,11,3.2770835666964397,3.2770835666964397,1190,6,2,0,pos_KGW
KGW,morph_v1+dia,1,14,12,5.536082411692891,5.536082411692891,1229,5,3,0,pos_KGW
KGW,morph_v1+dia,1,14,13,5.267763823037778,5.267763823037778,1130,4,1,0,pos_KGW
KGW,morph_v1+dia,1,14,14,5.120002436646594,5.120002436646594,1027,4,1,0,pos_KGW
KGW,morph_v1+dia,1,15,11,3.772029850327157,3.772029850327157,1263,8,3,0,pos_KGW
KGW,morph_v1+dia,1,15,12,2.9023190184523457,2.9023190184523457,1118,9,3,0,pos_KGW
KGW,morph_v1+dia,1,15,13,3.837176876346476,3.837176876346476,979,6,3,0,pos_KGW
KGW,morph_v1+dia,1,15,14,3.7256444414609513,3.7256444414609513,1314,9,2,0,pos_KGW
KGW,morph_v1+dia,1,16,11,10.132922617316634,10.132922617316634,1094,1,3,0,pos_KGW
KGW,morph_v1+dia,1,16,12,8.873491227941868,8.873491227941868,920,1,7,0,pos_KGW
KGW,morph_v1+dia,1,16,13,10.688142643896526,10.688142643896526,1232,1,2,0,pos_KGW
KGW,morph_v1+dia,1,16,14,9.21493004353373,9.21493004353373,1012,1,4,0,pos_KGW
KGW,morph_v1+dia,1,17,11,3.173088897381372,3.173088897381372,1096,3,2,0,pos_KGW
KGW,morph_v1+dia,1,17,12,6.111919138499426,6.111919138499426,1126,4,2,0,pos_KGW
KGW,morph_v1+dia,1,17,13,5.813186582606632,5.813186582606632,992,7,2,0,pos_KGW
KGW,morph_v1+dia,1,17,14,4.9023430146173,4.9023430146173,1093,7,5,0,pos_KGW
KGW,morph_v1+dia,1,18,11,5.323522580535755,5.323522580535755,1119,5,4,0,pos_KGW
KGW,morph_v1+dia,1,18,12,7.431567827252707,7.431567827252707,1079,18,2,0,pos_KGW
KGW,morph_v1+dia,1,18,13,6.479377451227628,6.479377451227628,1133,16,1,0,pos_KGW
KGW,morph_v1+dia,1,18,14,4.16386751015693,4.16386751015693,1197,16,1,0,pos_KGW
KGW,morph_v1+dia,1,19,11,2.815253887353995,2.815253887353995,956,3,1,0,pos_KGW
KGW,morph_v1+dia,1,19,12,3.2558319215069678,3.2558319215069678,907,3,0,0,pos_KGW
KGW,morph_v1+dia,1,19,13,3.011238209699717,3.011238209699717,1126,5,1,0,pos_KGW
